,storeid,state,type,type_dummy,associates_poh_pre,associates_poh_post,open_time_pre,population_post_dummy,competition_dummy,hours_open_post_dummy,associates_poh_post_dummy,open_time_post,close_time_pre,close_time_post,hours_open_pre,hours_open_post,population_within_5,competition_within_5,12_14_2014,12_21_2014,12_28_2014,1_4_2015,1_11_2015,1_18_2015,1_25_2015,2_1_2015,2_8_2015,2_15_2015,2_22_2015,3_1_2015,3_8_2015,3_15_2015,3_22_2015,3_29_2015,4_5_2015,4_12_2015,4_19_2015,4_26_2015,5_3_2015,5_10_2015,5_17_2015,5_24_2015,5_31_2015,6_7_2015,6_14_2015,6_21_2015,6_28_2015,7_5_2015,7_12_2015,7_19_2015,7_26_2015,8_2_2015,8_9_2015,8_16_2015,8_23_2015,8_30_2015,9_6_2015,9_13_2015,9_20_2015,9_27_2015,10_4_2015,10_11_2015,10_18_2015,10_25_2015,11_1_2015,11_8_2015,11_15_2015,11_22_2015,11_29_2015,12_6_2015,12_13_2015,12_20_2015,12_27_2015,1_3_2016,1_10_2016,1_17_2016,1_24_2016,1_31_2016,2_7_2016,2_14_2016,2_21_2016,2_28_2016,3_6_2016,3_13_2016,3_20_2016,3_27_2016,4_3_2016,4_10_2016,4_17_2016,4_24_2016,5_1_2016,5_8_2016,5_15_2016,5_22_2016,5_29_2016,6_5_2016,6_12_2016,6_19_2016,6_26_2016,7_3_2016,7_10_2016,7_17_2016,7_24_2016,7_31_2016,8_7_2016,8_14_2016,8_21_2016,8_28_2016,9_4_2016,9_11_2016,9_18_2016,9_25_2016,10_2_2016,10_9_2016,10_16_2016,10_23_2016,10_30_2016,11_6_2016,11_13_2016,11_20_2016,11_27_2016,12_4_2016,12_11_2016,12_18_2016,12_25_2016,1_1_2017,1_8_2017,1_15_2017,1_22_2017,1_29_2017,2_5_2017,2_12_2017,2_19_2017,2_26_2017,3_5_2017,3_12_2017,3_19_2017,3_26_2017,4_2_2017,avg_pre,avg_post,24_12,24_13,24_14,26_12,26_13,26_14,28_12,28_13,28_14
24,25,WI,Standalone,1,24,28,7,18,38,12,28,7,21,19,14,12,18,38,4086,3408,4068,3352,4138,4945,3247,4073,4025,3870,3958,4199,3225,3678,3363,3338,4148,4561,3095,3975,3110,3970,4667,3279,3874,5125,3670,4464,4133,4647,3304,3658,3532,3752,5033,4909,3419,4207,4345,3643,3987,3927,4563,3543,5071,5681,6572,3702,4446,6145,7634,5565,4461,3407,4008,5166,3334,5678,3798,4933,3843,3761,3599,3813,4174,3921,3990,4559,4317,5239,4721,4292,3444,4634,5077,4377,4253,4000,4726,3531,4833,4680,3578,4814,4083,4478,4077,4136,3835,4002,3820,4625,4653,4559,5242,4785,5742,4639,7118,3922,5207,6894,7728,5063,3458,3604,3562,3907,5189,5139,4282,5057,5137,4996,4016,4225,3986,4251,3874,4298,5003,4189.292308,4563.892857,4470.9218229809685,4844.626609580968,5218.331396180969,4631.937899304969,5005.64268590497,5379.347472504969,4792.953975628969,5166.658762228968,5540.363548828967
25,26,TX,Strip Mall,0,24,24,7,0,0,0,0,7,21,21,14,14,5,14,8634,9166,8273,8060,8958,8186,9649,7979,7255,8657,8834,8265,9250,9415,7087,7197,7552,9424,9363,8239,7460,8663,7265,7274,7314,7877,8573,9780,9541,8270,8380,7659,9362,10120,8161,8312,8147,10247,10612,8545,7634,8073,9008,7483,8360,8481,11172,10811,8656,13684,13680,12988,9583,8448,9500,7755,9595,11702,8927,10066,8008,7363,10930,8029,7449,10144,8177,7351,10620,11491,9030,8297,10606,10453,9548,9105,7996,10466,9071,9674,7340,8320,7797,10489,7750,8728,8403,8060,8822,8933,8093,11652,11644,9714,9212,11232,11363,10247,12763,8657,11435,12324,17612,13452,7548,7634,9320,10383,8008,10879,10308,11490,10013,10993,11257,11564,10720,9838,9833,9336,11801,8898.307692,9946.357143000001,10407.531501578736,10781.236288178736,11154.941074778735,10568.547577902735,10942.252364502738,11315.957151102737,10729.563654226737,11103.268440826736,11476.973227426735
26,27,CT,Standalone,1,24,24,7,184,7,14,24,7,21,21,14,14,184,7,8401,6917,7176,7934,8600,11543,10025,7377,9017,7838,9593,10398,9666,10012,8304,8806,9407,9061,6832,8787,8850,6921,8407,9431,8938,7954,9423,8738,9949,7789,7223,9198,10665,8892,8761,7907,8378,9200,10503,10351,9107,10179,7589,8750,8806,12488,11388,8963,8742,15684,15468,13008,9616,7480,8793,8133,10005,10193,7736,7935,10368,7731,10768,10812,9096,7903,10106,9502,11064,8902,8451,10108,10775,10284,8437,7375,7713,10214,7903,9923,8937,8854,9698,9196,11231,12180,12202,9224,11692,8331,8663,11302,10211,10153,11613,11495,12533,12014,11718,9773,10337,17092,14311,15102,11046,8908,7636,10532,9290,11691,10614,12189,11924,9317,9825,12583,10945,11421,9039,12214,10690,9261.692308,10471.17857,11016.661037282482,11390.365823882481,11764.07061048248,11177.67711360648,11551.381900206483,11925.086686806482,11338.693189930482,11712.397976530481,12086.10276313048
27,28,OK,Standalone,1,24,24,7,93,18,14,24,7,21,21,14,14,93,18,7736,9292,6636,7432,8312,11992,7254,7200,9306,8701,8203,8182,10392,8117,9919,9125,10216,8909,8556,10805,9985,8593,9982,7827,7489,9689,7798,9693,8649,8705,10808,9796,7569,10867,9883,9566,10239,9555,9818,8114,7871,8178,8419,10515,8415,9543,13137,9941,11239,14961,13331,14454,10529,9017,9062,8804,9613,11668,10916,9247,8665,11641,11822,8604,7958,9020,11562,7957,10073,9714,8390,9952,8401,9887,11960,10085,9572,9361,8181,8156,7982,11446,9058,8622,10291,9983,12297,8295,9649,12292,9785,10927,10202,8611,10616,12423,10600,12786,13690,9833,11191,12343,15728,12559,8381,11739,9771,11423,10189,11825,10135,11894,10469,12039,12080,12915,9834,8658,9108,12508,12958,9514.769231,10525.10714,11075.65639123546,11449.361177835459,11823.065964435462,11236.672467559461,11610.37725415946,11984.08204075946,11397.68854388346,11771.393330483463,12145.098117083462
28,29,PA,Standalone,1,24,26,7,13,69,13,26,7,21,20,14,13,13,69,4261,4722,3810,5645,5456,4804,5822,5669,5100,5226,4891,4993,4171,4924,4549,5254,4199,5565,5680,5185,4591,4367,4720,5140,3863,5037,4111,4340,5024,5265,4420,5733,4562,5407,5939,5173,5015,4303,5448,4606,6223,5459,4518,4649,4852,7020,5743,5201,7158,7638,7943,5823,5154,5587,4100,4494,4494,7763,5513,4780,4918,4796,6078,6308,5312,6309,5748,4717,4752,7163,5634,4469,6252,5836,5829,5418,5746,6400,5771,4937,5704,5734,4571,5372,5838,5927,5738,6098,5313,5311,6964,5325,6978,4830,6359,5582,6445,6626,7976,5520,5349,7750,9184,5922,5667,6160,6062,6514,4981,6524,5860,6032,5846,6805,6468,6308,6258,6010,4726,6780,5110,5207.907692,5955.5,6010.346487487301,6384.0512740873,6757.756060687301,6171.362563811301,6545.067350411302,6918.772137011301,6332.378640135301,6706.0834267353,7079.7882133353
29,30,AZ,Standalone,1,24,28,7,18,16,14,28,7,21,21,14,14,18,16,11213,11151,8449,13288,10573,13304,9291,9453,10531,12567,12679,12487,8863,11450,11352,12481,12706,14628,11505,12854,11296,9640,10871,11675,11449,10103,12867,10835,11730,9868,10088,11469,9324,10808,10544,9172,11989,12201,12084,9550,14104,12161,10206,14274,13620,14934,12766,12069,15847,17650,14730,15486,9851,12919,12080,11227,13544,14343,11353,9984,11153,10787,11781,11822,9816,10786,11859,14384,13396,14114,13729,13186,12252,13161,13617,10476,13547,14478,14106,12393,11227,12587,13134,13635,14633,11745,15972,12780,10483,11292,12829,12322,14666,12007,16238,14787,15101,17076,20263,14989,14027,17105,22989,19731,12323,14112,10472,16481,11622,13095,14382,14816,12460,13602,16077,15726,13169,14494,15625,16223,15897,11798.38462,14065.678569999998,14997.769834614579,15371.474621214578,15745.179407814581,15158.78591093858,15532.49069753858,15906.19548413858,15319.80198726258,15693.506773862578,16067.211560462578
30,31,OH,Strip Mall,0,24,24,7,0,0,0,0,7,21,21,14,14,96,11,16600,16506,14169,15725,12144,19646,13597,18116,16370,16029,12807,13882,16185,17562,13469,16472,14184,18603,15281,16677,15187,12144,18190,13592,12425,17299,16643,16351,16074,15680,13739,12883,17448,18037,14355,19056,15946,18474,14989,13379,18244,15967,16143,17535,15193,16496,19975,13602,15754,19214,23837,21021,15991,17697,15367,18901,13805,20210,17557,19493,15450,14338,19110,14743,15126,17235,18204,20231,17987,21132,15074,13684,16910,16779,17151,13406,17256,18566,16858,18235,18282,19710,20122,19019,14120,20900,16821,17945,17334,18622,15047,14660,15415,19950,19926,19747,22528,20601,27044,20562,23372,23851,31077,19605,17568,16704,18568,19779,20880,19246,14606,16184,17386,18521,21481,16955,16427,17335,21840,18222,17319,16256.676919999998,18642.66071,20046.69412523209,20420.39891183209,20794.10369843209,20207.71020155609,20581.414988156095,20955.119774756095,20368.726277880094,20742.431064480093,21116.135851080093
31,32,NC,Standalone,1,24,24,7,345,14,14,24,7,21,21,14,14,345,14,13487,13960,12286,12586,14343,16706,14409,13461,10992,12505,12575,12392,13096,10237,10243,10914,12869,11488,14106,12886,11902,13400,15173,13933,13958,14480,14838,13015,13764,12043,13277,13989,15548,12626,13591,15259,12662,11788,11433,13399,12084,14194,14744,13197,12615,14787,19049,14129,14586,22548,20232,18401,10231,11527,12132,15859,12442,17475,16233,14312,11394,11698,13765,15807,12785,13961,16051,15882,11680,15344,14956,14093,14395,13505,13662,10944,14445,14837,13781,13919,12343,12676,16775,16281,15645,15646,16392,15091,17355,17277,16227,17197,13321,13152,17691,14377,15509,18315,21495,17510,18756,23608,20334,15320,12261,15801,16039,12560,16988,19543,14061,15142,15524,12871,12857,16745,15768,12675,12701,14477,16040,13720.692309999999,15389.303569999998,16464.11696511333,16837.82175171333,17211.52653831333,16625.13304143733,16998.83782803733,17372.54261463733,16786.149117761328,17159.853904361327,17533.558690961327
32,33,OK,Strip Mall,0,24,24,7,0,0,0,0,7,21,21,14,14,70,4,7518,5922,5786,6962,6590,7140,5925,7886,6612,8421,8767,8341,8504,7660,5853,7271,6005,9123,5698,6615,6725,5912,8762,7909,6162,6628,7258,6422,6374,7099,7435,7454,6030,7050,8934,7871,6961,6334,6901,8438,7076,7654,7231,8114,6848,9823,10337,9495,7834,10469,12274,9265,8158,8304,7539,7988,8513,8298,7982,6817,8263,7771,6951,7509,8623,7287,7668,8472,9009,9074,7898,8694,6404,8285,9260,8830,8422,8229,6281,7701,9275,6763,7513,9325,8234,9496,8453,7884,7919,8485,9889,8385,7416,8343,9140,7859,7279,8116,13074,7302,8505,13471,14604,10303,8202,7276,6871,9414,8117,9548,7220,8143,8549,7707,9075,7459,8161,6987,8032,10384,9312,7606.061538,8553.642856999999,8884.962117963269,9258.666904563268,9632.371691163267,9045.978194287267,9419.68298088727,9793.38776748727,9206.994270611267,9580.699057211268,9954.403843811268
33,34,TX,Strip Mall,0,24,28,7,0,0,0,0,7,21,21,14,14,442,11,8978,8316,7114,10717,9010,11663,8295,7841,9192,8603,11179,9746,8653,7853,7965,8938,9294,8694,10659,8195,9279,7467,10563,10027,7361,11468,9310,9207,8957,7884,8163,8695,10739,11091,9477,9424,9662,11411,11598,8932,11236,8859,11609,9612,11716,9051,16004,10958,11941,12306,12430,11143,8632,8346,8413,11416,9512,12892,10554,11373,9627,11460,11279,12976,10524,10479,9238,9161,8960,11796,8489,9225,9254,10246,11143,10561,8655,11864,11033,11602,10509,8717,10913,12747,11908,13213,11651,12607,10872,12459,11566,12049,12254,9353,12565,10193,13969,13369,15758,10615,14339,13273,17393,13715,10388,11959,10034,12066,8804,16399,9206,9665,10512,12302,11214,14619,13199,12361,13369,11507,13823,9930.6,11591.78571,12236.265750862038,12609.970537462037,12983.67532406204,12397.28182718604,12770.986613786039,13144.691400386038,12558.297903510038,12932.002690110041,13305.70747671004
34,35,FL,Standalone,1,24,24,7,52,2,14,24,7,21,21,14,14,52,2,9080,9347,9248,13073,10220,12325,13047,11284,12472,12322,13679,10811,10161,10527,10450,11920,11263,14502,11664,9708,10894,13060,9981,12736,9781,12335,9792,12287,10369,10222,9569,9832,13459,13635,14787,13250,13049,12692,13875,10125,10435,11533,14155,12214,11805,16226,19080,13922,15860,16769,17119,17830,9792,11188,9501,10557,13587,12229,14636,12613,11772,13338,13092,14212,12810,11891,11471,10367,10612,13052,11388,11395,12192,12066,12130,11006,11729,12409,11843,14369,14270,14191,10881,11659,10515,11146,15088,11638,10971,15653,16080,11974,14749,11319,13794,14231,11525,16744,20802,16556,17822,19624,19645,14116,12055,12553,14860,16299,13611,15010,13232,13383,11071,12732,16048,17202,13304,15382,11731,12447,12868,12293.96923,13512.51786,14385.965251798692,14759.670038398695,15133.374824998695,14546.981328122694,14920.686114722694,15294.390901322693,14707.997404446693,15081.702191046692,15455.406977646691
35,36,PA,Strip Mall,0,24,28,7,0,0,0,0,7,21,21,14,14,55,2,13418,16847,12930,19066,17081,17005,18822,19034,13949,20588,17262,15250,14079,20508,18519,16119,21018,23132,20274,18756,15017,16139,19479,18255,13945,18691,15013,15139,15151,20110,16862,15921,16271,22454,22471,20163,19376,16747,20911,22743,22648,20679,22656,20100,21488,24654,28621,20416,20675,28814,31876,26915,18601,14847,14048,15992,20293,24346,19251,22243,15309,18245,17655,16444,18028,19889,16434,21409,16610,19415,18222,18625,18048,16257,23679,18031,17667,17790,15435,18106,23182,21562,23852,22998,18696,24506,24128,23400,16750,18745,18164,18628,22590,23973,24954,18576,25348,23842,29190,23679,21913,33397,31713,23311,17400,16812,22584,18155,20637,30225,18910,20343,21522,18825,22889,20369,19683,20778,24656,25320,19428,19067.06154,21272.32143,22977.79141444982,23351.49620104982,23725.20098764982,23138.80749077382,23512.512277373826,23886.217063973825,23299.823567097825,23673.528353697824,24047.233140297823
36,37,TN,Standalone,1,24,24,7,213,10,14,24,7,21,21,14,14,213,10,8876,9512,8579,11031,7993,11922,9247,8377,8979,11844,9113,9469,8127,9601,8255,10730,8464,12060,9608,10453,10333,10592,8690,9518,8402,9686,9029,10977,11692,10904,9118,8387,10831,10556,9810,10671,12036,11435,9971,11785,12146,11028,13120,12581,12805,10428,13494,10486,10658,17555,13909,14931,10560,11102,8825,10618,11154,13460,13000,11626,9279,11702,12908,11853,11749,11853,9236,11434,10686,13827,12081,12966,10972,9974,11875,12101,8826,11346,9665,11893,10600,12706,11026,11568,9301,10410,10710,9630,12058,12247,10826,10023,13326,10646,11349,13025,12119,12477,13193,13305,15964,20462,17227,16817,12868,11103,10197,13127,11629,12488,11463,12171,10240,12466,14717,13584,12161,10875,13712,13998,11363,10732.92308,12105.57143,12826.915830980723,13200.620617580722,13574.325404180721,12987.93190730472,13361.63669390472,13735.341480504723,13148.94798362872,13522.652770228722,13896.357556828721
37,38,NM,Strip Mall,0,24,24,7,0,0,0,0,7,21,21,14,14,17,0,16031,13055,12165,18591,14724,19423,13751,14547,16393,16532,15435,18031,13159,14154,14404,14445,13947,16094,12595,12966,15325,13232,14192,16328,13707,16893,15358,15455,16212,18385,18145,14370,16061,18874,17086,17278,13624,14948,19309,14510,14763,20704,20573,18869,17864,19003,27356,15453,18715,28092,30996,25401,15683,17536,13324,16003,19384,24907,19472,17197,18133,17039,21323,17628,14401,17509,16074,18089,20028,15902,14478,16117,13832,15517,15069,17829,17881,20800,14328,14934,18945,17596,15574,17556,15347,21857,19994,14519,21068,16790,17850,19859,20906,16203,19834,22142,15927,20635,20184,15652,21170,31512,26044,24945,17604,18472,18667,20394,14775,20605,19128,15390,18411,16386,17169,18891,17258,22819,18023,17123,19174,17070.04615,18406.875,19807.700560861253,20181.405347461252,20555.11013406125,19968.71663718525,20342.421423785258,20716.126210385257,20129.732713509256,20503.437500109256,20877.142286709255
38,39,OK,Strip Mall,0,24,24,7,0,0,0,0,7,21,21,14,14,23,56,7924,10236,10585,9908,9718,11264,10056,11418,9662,8473,11983,10410,9004,8317,11873,9660,11374,12023,10255,11211,11414,8733,9583,9226,10707,12344,8980,11849,11480,9722,12208,11277,11690,9082,9303,11220,9948,11328,12733,9317,12922,12522,11903,12885,13481,12922,12257,12407,11834,18740,15063,15662,11364,11024,8406,13418,11181,13697,13416,9068,12214,9165,10516,12775,12949,9608,11508,13687,10458,13012,10026,9676,12368,10740,11555,12851,9302,14801,10173,13150,10585,10900,9545,12147,11704,14580,10281,10229,12639,14099,14718,11853,11316,11676,13055,10169,14576,14448,16762,14813,14353,17919,21084,15557,12391,12391,13403,12104,10800,14083,11479,14181,14132,14298,14689,13900,14667,10914,12883,11140,10693,11219.83077,12679.83929,13350.743751219916,13724.448537819915,14098.153324419914,13511.759827543914,13885.464614143913,14259.169400743913,13672.775903867912,14046.480690467915,14420.185477067915
39,40,TX,Standalone,1,24,24,7,71,18,14,24,7,21,21,14,14,71,18,14419,16947,13228,13809,12519,19680,18469,13883,15753,13254,14737,13928,17500,13698,18954,17231,13726,17340,17239,16164,14051,14683,15286,12744,13847,17504,12714,16779,13976,18617,13882,15117,16009,14953,17172,19251,14822,14393,19142,13855,15758,19700,14875,18843,14654,21539,24549,18900,21145,23048,26495,17676,12985,17923,18058,16072,18438,22841,20600,20610,16481,14942,16630,19115,16054,16933,20528,18310,19474,18980,15588,19684,16297,19575,21468,14226,15817,18910,19643,20169,15565,18474,14477,15619,16774,20238,19842,17205,14845,14945,20852,15516,19066,19440,19687,16201,19287,22124,27585,17111,24622,25579,27152,23992,19549,20259,20530,21921,20241,22607,19538,18962,21106,17985,18252,19976,18764,20712,21277,22092,22607,16757.01538,19431.75,20941.7646563975,21315.469442997506,21689.174229597505,21102.780732721505,21476.485519321504,21850.190305921504,21263.796809045503,21637.501595645503,22011.206382245502
40,41,TX,Strip Mall,0,24,24,7,0,0,0,0,7,21,21,14,14,377,9,13337,15038,18042,17348,14209,22195,17978,16434,18966,18905,21318,21678,17209,18744,15652,20591,20655,19236,16414,19527,21028,16773,20938,18919,19968,17728,16585,17258,17134,15660,19438,17848,18020,20068,16393,19665,16235,15585,23475,17623,21340,19415,23878,21944,24378,18600,27090,20747,25294,26744,34010,22022,17496,15449,18787,22741,16437,19222,16151,19996,16426,20901,17571,25442,22907,20476,19858,18815,22726,21467,22089,23675,16728,17552,24220,16112,15805,17849,19246,22704,19403,21927,19457,24729,22089,20245,20544,24257,23262,17090,20324,19592,23801,17978,20299,21305,19396,22038,23643,25279,21564,25847,34468,22206,18379,18967,23378,20063,22813,27359,21162,17782,24842,25681,26716,20389,19716,20901,18987,24781,19340,19458.53846,21452.16071,23162.881587441494,23536.586374041493,23910.291160641493,23323.897663765492,23697.60245036549,24071.30723696549,23484.91374008949,23858.61852668949,24232.32331328949
41,42,TX,Standalone,1,24,24,7,413,36,14,24,7,21,21,14,14,413,36,12750,12958,9423,14994,11856,14607,14715,11274,14651,14738,11619,15827,14925,11940,13603,10705,11044,11990,12162,14350,13161,11390,13278,13944,14401,13615,13838,13331,14713,14543,13266,15597,13810,15913,12774,13322,14359,13718,16020,11782,15023,14060,15237,12969,12365,17000,16839,12008,18717,18685,19553,16357,11379,13211,12619,17233,14975,18544,12153,12172,15643,12938,12666,15292,16626,13096,14749,11872,15418,14458,12202,16934,12120,12085,14587,11589,10748,13004,16376,11753,14544,12470,13801,15875,12990,17684,12166,17515,14261,12933,13281,17250,17195,15157,17969,13472,15030,16428,20853,16828,20265,18425,23487,22610,15439,16654,13661,18775,14449,17050,16608,15458,14058,13789,14765,19389,13670,14123,12658,16931,17254,14018.0,15325.196430000002,16391.618593027073,16765.323379627072,17139.02816622707,16552.63466935107,16926.33945595107,17300.044242551077,16713.65074567507,17087.355532275076,17461.060318875076
42,43,DC,Standalone,1,24,24,7,351,11,14,24,7,21,21,14,14,351,11,10242,13203,11881,13417,8937,11788,13298,9949,9740,11592,11403,13805,13014,11585,9868,11740,13279,11256,11799,10943,12296,12613,11246,11011,12741,13756,10032,12047,11138,13434,11246,12343,13423,13972,10175,12999,14199,10929,13018,12816,12601,10502,13127,10709,13403,11585,18424,14336,14637,20188,16003,16551,13342,11093,12346,13111,14427,12630,14045,14649,13978,12386,11660,12152,13836,14255,10654,14158,12645,13772,12012,14319,14938,14930,14250,14135,14094,12476,13693,14244,11050,13703,12257,10902,12291,14620,16288,13593,13190,11580,13510,15201,14205,12381,16155,16110,14775,13804,21870,16958,18514,17388,21016,18388,10884,11137,11851,14896,13581,18167,14998,16048,11326,16620,14185,16716,13298,15783,15381,12388,12604,12613.75385,14360.48214,15324.66860034481,15698.37338694481,16072.078173544809,15485.684676668809,15859.389463268812,16233.094249868811,15646.70075299281,16020.40553959281,16394.110326192807
43,44,NY,Strip Mall,0,24,28,7,0,0,0,0,7,21,21,14,14,28,3,14857,16630,13438,17768,14354,21843,18397,18368,15887,19208,18413,21242,15228,14506,14915,20694,17603,20441,19436,16442,18499,18132,20486,18352,17180,18621,18177,15586,20417,18543,18130,15772,17560,16539,16408,16910,17259,19846,15059,21371,18633,15565,17249,19054,22303,24803,26390,16461,22548,28340,29759,26032,16479,20962,17772,16265,19945,19030,17293,22131,15864,18543,17317,22956,17013,21226,21581,19730,21130,17878,21512,22971,19828,17767,20148,19102,19092,22692,20112,17742,20168,17487,21637,16350,18359,23261,24343,21116,23404,24192,22003,25236,19037,19223,20301,18883,23257,26888,25176,18678,22361,31069,31997,23467,22427,19024,16539,22923,21398,28239,20612,22294,24446,20137,21681,24136,23702,23948,23321,21963,17144,18726.523080000003,21684.60714,23432.473015006464,23806.177801606464,24179.882588206463,23593.489091330463,23967.193877930462,24340.89866453046,23754.50516765446,24128.20995425446,24501.91474085446
44,45,PA,Strip Mall,0,24,24,7,0,0,0,0,7,21,21,14,14,196,82,11516,12294,11405,11064,11547,12822,10391,12032,12377,9492,13165,11966,11481,10654,9358,11297,12514,13888,11059,10090,10326,8987,11037,10653,10757,14263,11177,11148,13184,12545,12142,11762,12380,10693,10482,11645,12675,9688,14380,13720,13596,14119,9944,12404,14387,13575,18514,14180,14127,15947,17496,14746,9472,13948,10903,13201,13021,13843,10802,14624,14451,10901,15084,15777,12496,10980,11148,10060,14772,11388,13040,13411,13374,11117,13191,11910,13770,11813,12429,13598,9932,12668,12350,14435,10236,11004,13393,13473,11428,13738,10836,11211,11795,12416,12610,12707,14720,13791,17584,11657,16234,18913,18470,14358,10769,13201,12562,14736,13014,13106,15522,13189,16020,11582,15338,14566,15993,12929,12993,11016,15240,12394.06154,13173.85714,13845.52549398456,14219.23028058456,14592.935067184559,14006.541570308558,14380.246356908561,14753.95114350856,14167.55764663256,14541.26243323256,14914.967219832559
45,46,NH,Standalone,1,24,24,7,236,11,14,24,7,21,21,14,14,236,11,9039,10407,10181,11598,11150,14540,9359,10611,10559,12891,10647,11413,9560,12047,10971,12818,11967,14216,11812,8802,9375,11227,9329,8651,10606,13167,11995,12680,10928,8848,9523,12274,11025,10054,12205,9366,13046,12155,12301,10471,13456,9544,12865,13382,12430,12538,14436,13249,13008,18545,14632,15679,9627,11201,9742,11855,13122,15045,12761,10693,13559,13658,10283,12032,11205,11524,13139,13970,13946,13979,12733,12254,11050,10808,14179,11611,11673,12381,11533,10336,12281,13422,10126,13201,10097,14780,13358,12253,14815,13484,13991,11783,11556,10771,11065,13878,15656,11587,17850,12753,12144,16857,18559,18919,12960,12155,14049,14286,11962,16265,12038,15101,11556,11755,15762,12973,14931,14003,12449,14067,15308,11728.63077,13248.60714,14093.01720264556,14466.72198924556,14840.426775845559,14254.033278969559,14627.738065569562,15001.44285216956,14415.04935529356,14788.75414189356,15162.45892849356
