storeid,state,type,associates_poh_pre,open_time_pre,open_time_post,close_time_pre,close_time_post,hours_open_pre,associates_poh_post,hours_open_post,Predicted avg_post,avg_pre,avg_post,population_within_5,competition_within_5,12_14_2014,12_21_2014,12_28_2014,1_4_2015,1_11_2015,1_18_2015,1_25_2015,2_1_2015,2_8_2015,2_15_2015,2_22_2015,3_1_2015,3_8_2015,3_15_2015,3_22_2015,3_29_2015,4_5_2015,4_12_2015,4_19_2015,4_26_2015,5_3_2015,5_10_2015,5_17_2015,5_24_2015,5_31_2015,6_7_2015,6_14_2015,6_21_2015,6_28_2015,7_5_2015,7_12_2015,7_19_2015,7_26_2015,8_2_2015,8_9_2015,8_16_2015,8_23_2015,8_30_2015,9_6_2015,9_13_2015,9_20_2015,9_27_2015,10_4_2015,10_11_2015,10_18_2015,10_25_2015,11_1_2015,11_8_2015,11_15_2015,11_22_2015,11_29_2015,12_6_2015,12_13_2015,12_20_2015,12_27_2015,1_3_2016,1_10_2016,1_17_2016,1_24_2016,1_31_2016,2_7_2016,2_14_2016,2_21_2016,2_28_2016,3_6_2016,3_13_2016,3_20_2016,3_27_2016,4_3_2016,4_10_2016,4_17_2016,4_24_2016,5_1_2016,5_8_2016,5_15_2016,5_22_2016,5_29_2016,6_5_2016,6_12_2016,6_19_2016,6_26_2016,7_3_2016,7_10_2016,7_17_2016,7_24_2016,7_31_2016,8_7_2016,8_14_2016,8_21_2016,8_28_2016,9_4_2016,9_11_2016,9_18_2016,9_25_2016,10_2_2016,10_9_2016,10_16_2016,10_23_2016,10_30_2016,11_6_2016,11_13_2016,11_20_2016,11_27_2016,12_4_2016,12_11_2016,12_18_2016,12_25_2016,1_1_2017,1_8_2017,1_15_2017,1_22_2017,1_29_2017,2_5_2017,2_12_2017,2_19_2017,2_26_2017,3_5_2017,3_12_2017,3_19_2017,3_26_2017,4_2_2017,change,Desirability
29,PA,Standalone,24,7,7,21,20,14,26,13,96670.834091,57426.15385,96733.75,13,69,37200,46420,28180,64880,61100,48060,68420,65360,53980,56500,49800,51840,35400,52070,44570,58670,37570,64890,67190,57290,45410,40930,47990,56390,30850,54330,35810,40390,54070,58890,41990,68250,44830,61730,72370,57050,53890,39650,62550,45710,78050,62770,43950,46570,50630,93990,68450,57610,96750,106350,112450,70050,56670,65330,35590,43470,43470,108850,63850,49190,51950,49510,75150,79750,59830,79770,68550,47930,48630,96850,66270,42970,78630,70310,70170,61950,68510,81590,69010,52330,67670,68270,45010,61030,70350,72130,68350,75550,59850,59810,92870,60090,139560,96600,127180,111640,128900,132520,159520,110400,106980,155000,183680,118440,113340,123200,121240,130280,99620,130480,117200,120640,116920,136100,129360,126160,125160,120200,94520,135600,102200,16670,0.177853962
30,AZ,Standalone,24,7,7,21,21,14,28,14,240042.01162,184811.6923,256271.0714,18,16,176240,175000,120960,217740,163440,218060,137800,141040,162600,203320,205560,201720,129240,177060,175100,197680,202180,240620,178160,205140,173980,140860,165480,181560,177040,150120,205400,164760,182660,145420,149820,177440,134540,164220,158940,131500,187840,192080,189740,139060,230140,191280,152180,233540,220460,246740,203380,189440,265000,301060,242660,257780,145080,206440,189660,172600,218940,234920,175120,147740,171120,163800,183680,184500,144380,163780,185240,235740,215980,230340,222640,211780,193100,211280,220400,157580,219000,237620,230180,195920,172600,199800,210740,220760,240720,182960,267500,203660,157720,173900,204640,194500,293320,240140,324760,295740,302020,341520,405260,299780,280540,342100,459780,394620,246460,282240,209440,329620,232440,261900,287640,296320,249200,272040,321540,314520,263380,289880,312500,324460,317940,47820,0.448179771
31,OH,Strip Mall,24,7,7,21,21,14,24,14,340169.95086,277113.5385,349700.7143,96,11,283980,282100,235360,266480,194860,344900,223920,314300,279380,272560,208120,229620,275680,303220,221360,281420,235660,324040,257600,285520,255720,194860,315780,223820,200480,297960,284840,279000,273460,265580,226760,209640,300940,312720,239080,333100,270900,321460,251760,219560,316860,271320,274840,302680,255840,281900,351480,224020,267060,336260,428720,372400,271800,305920,259320,330000,228080,356180,303120,341840,260980,238740,334180,246840,254500,296680,316060,356600,311720,374620,253460,225660,290180,287560,295000,220100,297100,323300,289140,316680,317620,346180,354420,332360,234380,369980,288400,310880,298660,324420,252920,245180,308300,399000,398520,394940,450560,412020,540880,411240,467440,477020,621540,392100,351360,334080,371360,395580,417600,384920,292120,323680,347720,370420,429620,339100,328540,346700,436800,364440,346380,27540,0.745662873
32,NC,Standalone,24,7,7,21,21,14,24,14,287835.34763,226393.8462,284633.5714,345,14,221720,231180,197700,203700,238840,286100,240160,221200,171820,202080,203480,199820,213900,156720,156840,170260,209360,181740,234100,209700,190020,219980,255440,230640,231140,241580,248740,212280,227260,192840,217520,231760,262940,204500,223800,257160,205220,187740,180640,219960,193660,235860,246860,215920,204280,247720,332960,234560,243700,402940,356620,320000,156600,182520,194620,269160,200820,301480,276640,238220,179860,185940,227280,268120,207680,231200,273000,269620,185580,258860,251100,233840,239880,222080,225220,170860,240880,248720,227600,230360,198840,205500,287480,277600,264880,264900,279820,253800,299080,297520,276520,295920,266420,263040,353820,287540,310180,366300,429900,350200,375120,472160,406680,306400,245220,316020,320780,251200,339760,390860,281220,302840,310480,257420,257140,334900,315360,253500,254020,289540,320800,-57180,0.403066456
33,OK,Strip Mall,24,7,7,21,21,14,24,14,147081.7999,104101.2308,147920.3571,70,4,102340,70420,67700,91220,83780,94780,70480,109700,84220,120400,127320,118800,122060,105180,69040,97400,72080,134440,65940,84280,86480,70220,127220,110160,75220,84540,97140,80420,79460,93960,100680,101060,72580,92980,130660,109400,91200,78660,90000,120740,93500,105060,96600,114260,88940,148440,158720,141880,108660,161360,197460,137280,115140,118060,102760,111740,122240,117940,111620,88320,117240,107400,91000,102160,124440,97720,105340,121420,132160,133460,109940,125860,80060,117680,137180,128580,120420,116560,77600,106000,137480,87240,102240,138480,116660,141900,121040,109660,110360,121680,149760,119680,148320,166860,182800,157180,145580,162320,261480,146040,170100,269420,292080,206060,164040,145520,137420,188280,162340,190960,144400,162860,170980,154140,181500,149180,163220,139740,160640,207680,186240,-16880,0.291264459
34,TX,Strip Mall,24,7,7,21,21,14,28,14,203537.06229,147456,206793.2143,442,11,131540,118300,94260,166320,132180,185240,117880,108800,135820,124040,175560,146900,125040,105120,107360,126820,133940,121940,161240,111960,133640,97400,159320,148600,95280,177420,134260,132200,127200,105740,111320,121960,162840,169880,137600,136540,141300,176280,180020,126700,172780,125240,180240,140300,182380,129080,268140,167220,186880,194180,196660,170920,120700,114980,116320,176380,138300,205900,159140,175520,140600,177260,173640,207580,158540,157640,132820,131280,127260,183980,117840,132560,133140,152980,170920,159280,121160,185340,168720,180100,158240,122400,166320,203000,186220,212320,181080,200200,165500,197240,179380,189040,245080,187060,251300,203860,279380,267380,315160,212300,286780,265460,347860,274300,207760,239180,200680,241320,176080,327980,184120,193300,210240,246040,224280,292380,263980,247220,267380,230140,276460,-19920,0.291135773
35,FL,Standalone,24,7,7,21,21,14,24,14,250984.66209,197859.3846,247097.8571,52,2,133580,138920,136940,213440,156380,198480,212920,177660,201420,198420,225560,168200,155200,162520,160980,190380,177240,242020,185260,146140,169860,213180,151600,206700,147600,198680,147820,197720,159360,156420,143360,148620,221160,224680,247720,216980,212960,205820,229480,154480,160680,182640,235080,196260,188080,276500,333580,230420,269180,287360,294360,308580,147820,175740,142000,163120,223720,196560,244700,204240,187420,218740,213820,236220,208180,189800,181400,159320,164220,213020,179740,179880,195820,193300,194580,172100,186560,200160,188840,239360,237380,235800,169600,185160,162280,174900,253740,184740,171400,265040,273580,191460,294980,226380,275880,284620,230500,334880,416040,331120,356440,392480,392900,282320,241100,251060,297200,325980,272220,300200,264640,267660,221420,254640,320960,344040,266080,307640,234620,248940,257360,7320,0.415859732
36,PA,Strip Mall,24,7,7,21,21,14,28,14,406238.53672,330185.2308,400403.9286,55,2,220340,288920,210580,333300,293600,292080,328420,332660,230960,363740,297220,256980,233560,358220,318440,270440,368420,410700,353540,323180,248400,270840,337640,313160,226960,321880,248320,250840,251080,350260,285300,266480,273480,397140,397480,351320,335580,283000,366280,402920,401020,361640,401180,350060,377820,441140,520480,356380,361560,524340,585580,486360,320080,245000,229020,267900,353920,434980,333080,392920,254240,312960,301160,276940,308620,345840,276740,376240,280260,336360,312500,320560,309020,273200,421640,308680,301400,303860,256760,310180,411700,379300,425100,408020,321980,438180,430620,416060,283060,322960,311340,320620,451800,479460,499080,371520,506960,476840,583800,473580,438260,667940,634260,466220,348000,336240,451680,363100,412740,604500,378200,406860,430440,376500,457780,407380,393660,415560,493120,506400,388560,124660,0.880361023
37,TN,Standalone,24,7,7,21,21,14,24,14,217521.2778,166638.4615,218958.9286,213,10,129500,142220,123560,172600,111840,190420,136920,119520,131560,188860,134240,141360,114520,144000,117080,166580,121260,193180,144140,161040,158640,163820,125780,142340,120020,145700,132560,171520,185820,170060,134340,119720,168600,163100,148180,165400,192700,180680,151400,187680,194900,172540,214380,203600,208080,160540,221860,161700,165140,303080,230160,250600,163180,174020,128480,164340,175060,221180,211980,184500,137560,186020,210140,189040,186960,189040,136700,180660,165700,228520,193600,211300,171420,151460,189480,194000,128500,178900,145280,189840,163980,206100,172500,183340,138000,160180,166180,144580,193140,196920,168500,152440,266520,212920,226980,260500,242380,249540,263860,266100,319280,409240,344540,336340,257360,222060,203940,262540,232580,249760,229260,243420,204800,249320,294340,271680,243220,217500,274240,279960,227260,29480,0.375185419
38,NM,Strip Mall,24,7,7,21,21,14,24,14,357699.39058,293380.9231,344985,17,0,272600,213080,195280,323800,246460,340440,227000,242920,279840,282620,260680,312600,215160,235060,240060,240880,230920,273860,203880,211300,258480,216620,235820,278540,226120,289840,259140,261080,276220,319680,314880,239380,273200,329460,293700,297540,224460,250940,338160,242180,247240,366060,363440,329360,309260,332040,499100,261040,326280,513820,571900,460000,265640,302700,218460,272040,339660,450120,341420,295920,314640,292760,378440,304540,240000,302160,273460,313760,352540,270020,241540,274320,228620,262320,253360,308560,309600,367980,238540,250660,330880,303900,263460,303100,258920,389120,351860,242360,373340,287780,308980,349160,418120,324060,396680,442840,318540,412700,403680,313040,423400,630240,520880,498900,352080,369440,373340,407880,295500,412100,382560,307800,368220,327720,343380,377820,345160,456380,360460,342460,383480,19900,0.581472251
39,OK,Strip Mall,24,7,7,21,21,14,24,14,225665.58198,176376.6154,230444.2857,23,56,110460,156700,163680,150140,146340,177260,153100,180340,145220,121440,191640,160180,132060,118320,189440,145180,179460,192440,157080,176200,180260,126640,143640,136500,166120,198860,131580,188960,181580,146420,196140,177520,185780,133620,138040,176380,150940,178540,206640,138320,210420,202420,190040,209680,221600,210420,197120,200120,188660,326780,253240,265220,179260,172460,120100,220340,175600,225920,220300,133340,196260,135280,162300,207480,210960,144140,182140,225720,161140,212220,152500,145500,199340,166780,183080,209000,138020,248000,155440,214980,163680,169980,142880,194920,186060,243580,157600,156560,204760,233960,246340,189040,226320,233520,261100,203380,291520,288960,335240,296260,287060,358380,421680,311140,247820,247820,268060,242080,216000,281660,229580,283620,282640,285960,293780,278000,293340,218280,257660,222800,213860,-13740,0.319510113
40,TX,Standalone,24,7,7,21,21,14,24,14,353291.46844,287120.3077,365482.5,71,18,240360,290920,216540,228160,202360,345580,321360,229640,267040,217060,246720,230540,301980,225940,331060,296600,226500,298780,296760,275260,233000,245640,257700,206860,228920,302060,206260,287560,231500,324320,229620,254320,272160,251040,295420,337000,248420,239840,334820,229080,267140,345980,249480,328840,245060,382760,442960,329980,374880,412940,481880,305500,211680,310440,313140,273420,320740,408800,363980,364180,281600,250820,284580,334280,273060,290640,362540,318180,341460,331580,263740,345660,277920,343480,381340,236500,268320,330180,344840,355360,263280,321460,241520,264360,287460,356740,348820,296080,248880,250880,369020,262300,381320,388800,393740,324020,385740,442480,551700,342220,492440,511580,543040,479840,390980,405180,410600,438420,404820,452140,390760,379240,422120,359700,365040,399520,375280,414240,425540,441840,452140,-76040,0.560026591
41,TX,Strip Mall,24,7,7,21,21,14,24,14,408213.78652,341150.7692,405890.7143,377,9,218720,252740,312820,298940,236160,395880,311540,280660,331300,330080,378340,385540,296160,326860,265020,363800,365080,336700,280260,342520,372540,287440,370740,330360,351340,306540,283680,297140,294660,265180,340740,308940,312380,353340,279840,345280,276680,263680,421480,304440,378780,340280,429540,390860,439540,323980,493780,366920,457860,486860,632180,392420,301900,260960,327720,406800,280720,336420,275000,351900,280500,370000,303400,460820,410120,361500,349140,328280,406500,381320,393760,425480,286540,303020,436380,274220,268080,308960,336900,406060,340040,390520,341120,446560,393760,356880,362860,437120,417220,293780,358460,343820,476020,359560,405980,426100,387920,440760,472860,505580,431280,516940,689360,444120,367580,379340,467560,401260,456260,547180,423240,355640,496840,513620,534320,407780,394320,418020,379740,495620,386800,30700,0.803531262
42,TX,Standalone,24,7,7,21,21,14,24,14,294726.28527,232340,283351.4286,413,36,206980,211140,140440,251860,189100,244120,246280,177460,245000,246740,184360,268520,250480,190780,224040,166080,172860,191780,195220,238980,215200,179780,217540,230860,240000,224280,228740,218600,246240,242840,217300,263920,228180,270240,207460,218420,239160,226340,272380,187620,252440,233180,256720,211360,199280,291980,288760,192140,326320,325680,343040,279120,179560,216200,204360,296640,251480,322860,195040,195420,264840,210740,205300,257820,284500,213900,246960,189420,260340,241140,196020,290660,194380,193680,243720,183760,166940,212060,279500,187040,242860,201380,228000,269480,211780,305660,195300,302280,237200,210640,217600,296980,343900,303140,359380,269440,300600,328560,417060,336560,405300,368500,469740,452200,308780,333080,273220,375500,288980,341000,332160,309160,281160,275780,295300,387780,273400,282460,253160,338620,345080,-59700,0.479040497
43,DC,Standalone,24,7,7,21,21,14,24,14,261674.04138,204255.0769,264057.1429,351,11,156820,216040,189600,220320,130720,187740,217940,150960,146780,183820,180040,228080,212260,183680,149340,186780,217560,177100,187960,170840,197900,204240,176900,172200,206800,227100,152620,192920,174740,220660,176900,198840,220440,231420,155480,211960,235960,170560,212340,208300,204000,162020,214520,166160,220040,183680,320460,238700,244720,355740,272040,283000,218820,173840,198900,214200,240520,204580,232880,244960,231540,199700,185180,195020,228700,237080,165060,235140,204880,227420,192220,238360,250740,250580,236980,234680,233860,201500,225840,236860,172980,226040,197120,170020,197800,244380,277740,223840,215780,183580,222180,256000,284100,247620,323100,322200,295500,276080,437400,339160,370280,347760,420320,367760,217680,222740,237020,297920,271620,363340,299960,320960,226520,332400,283700,334320,265960,315660,307620,247760,252080,-28580,0.46302342
44,NY,Strip Mall,24,7,7,21,21,14,28,14,399259.19032,323374.4615,408649.6429,28,3,249120,284580,220740,307340,239060,388840,319920,319340,269720,336140,320240,376820,256540,238180,246360,361940,300120,356880,336780,276900,318040,310700,357780,315100,291660,320480,311600,259780,356400,318920,310660,263500,299260,278840,276220,286260,293240,344980,249240,375480,320720,259360,293040,329140,394120,444120,475860,277280,399020,514860,543240,468700,277640,367300,303500,273360,346960,328660,293920,390680,265340,318920,294400,407180,288320,372580,379680,342660,370660,305620,378300,407480,344620,303400,351020,330100,329900,401900,350300,302900,351420,297800,380800,275060,315240,413280,434920,370380,416140,431900,388120,452780,380740,384460,406020,377660,465140,537760,503520,373560,447220,621380,639940,469340,448540,380480,330780,458460,427960,564780,412240,445880,488920,402740,433620,482720,474040,478960,466420,439260,342880,-18360,0.588845115
45,PA,Strip Mall,24,7,7,21,21,14,24,14,251683.58798,199861.2308,240324.6429,196,82,182300,197860,180080,173260,182920,208420,159800,192620,199520,141820,215280,191300,181600,165060,139140,177920,202260,229740,173160,153780,158500,131720,172720,165040,167120,237240,175520,174940,215660,202880,194820,187220,199580,165840,161620,184880,205480,145740,239580,226380,223900,234360,150860,200060,239720,223480,322260,235580,234520,270920,301900,246900,141420,230940,170040,216000,212400,228840,168020,244460,241000,170000,253660,267520,201900,171580,174940,153180,247420,179740,212780,220200,219460,174320,215800,190180,227380,188240,200560,223940,150620,205340,198980,240680,156700,172060,219840,221440,180540,226740,168700,176200,235900,248320,252200,254140,294400,275820,351680,233140,324680,378260,369400,287160,215380,264020,251240,294720,260280,262120,310440,263780,320400,231640,306760,291320,319860,258580,259860,220320,304800,-16540,0.421479392
46,NH,Standalone,24,7,7,21,21,14,24,14,239804.58057,186552.6154,241819.6429,236,11,132760,160120,155600,183940,174980,242780,139160,164200,163160,209800,164920,180240,143180,192920,171400,208340,191320,236300,188220,128020,139480,176520,138560,125000,164100,215320,191880,205580,170540,128940,142440,197460,172480,153060,196080,139300,212900,195080,198000,161400,221100,142860,209280,219620,200580,202740,240700,216960,212140,322880,244620,265560,144520,176000,146820,189080,214420,252880,207200,165840,223160,225140,157640,192620,176080,182460,214760,231380,230900,231560,206640,197060,172980,168140,235560,184200,185440,199600,182640,158700,197600,220420,154500,216000,153920,247580,219140,197040,248280,221660,231800,187640,231120,215420,221300,277560,313120,231740,357000,255060,242880,337140,371180,378380,259200,243100,280980,285720,239240,325300,240760,302020,231120,235100,315240,259460,298620,280060,248980,281340,306160,49740,0.48388879
47,NY,Standalone,24,7,7,21,20,14,26,13,135009.00512,94885.53846,134300.5357,265,14,54540,84940,70200,65800,60520,119300,65680,103760,84360,98820,60840,119780,69140,100330,70210,84790,80490,116090,71630,88970,64050,71170,71010,75410,94330,84470,85270,70950,64570,60790,93630,78010,85610,76890,99170,86430,112450,92550,97330,109330,92870,88490,104010,109110,122870,125110,118470,107630,103310,182930,156190,146590,70330,83950,82950,107610,95170,161350,98070,108470,96370,115090,118130,137450,91430,92810,111090,125450,91430,110210,75750,127390,77650,104610,102090,116230,71330,96250,96030,91230,111770,105550,80670,115330,100010,131150,114030,130350,132810,85710,128010,100830,174320,169460,143320,180480,152200,171620,216800,131960,147320,235000,217740,197760,119100,164160,167520,176220,163940,152920,140060,131020,136340,130500,189240,148820,138100,156080,137620,159100,146340,31190,0.280869586
