storeid,12_14_2014,12_21_2014,12_28_2014,1_4_2015,1_11_2015,1_18_2015,1_25_2015,2_1_2015,2_8_2015,2_15_2015,2_22_2015,3_1_2015,3_8_2015,3_15_2015,3_22_2015,3_29_2015,4_5_2015,4_12_2015,4_19_2015,4_26_2015,5_3_2015,5_10_2015,5_17_2015,5_24_2015,5_31_2015,6_7_2015,6_14_2015,6_21_2015,6_28_2015,7_5_2015,7_12_2015,7_19_2015,7_26_2015,8_2_2015,8_9_2015,8_16_2015,8_23_2015,8_30_2015,9_6_2015,9_13_2015,9_20_2015,9_27_2015,10_4_2015,10_11_2015,10_18_2015,10_25_2015,11_1_2015,11_8_2015,11_15_2015,11_22_2015,11_29_2015,12_6_2015,12_13_2015,12_20_2015,12_27_2015,1_3_2016,1_10_2016,1_17_2016,1_24_2016,1_31_2016,2_7_2016,2_14_2016,2_21_2016,2_28_2016,3_6_2016,3_13_2016,3_20_2016,3_27_2016,4_3_2016,4_10_2016,4_17_2016,4_24_2016,5_1_2016,5_8_2016,5_15_2016,5_22_2016,5_29_2016,6_5_2016,6_12_2016,6_19_2016,6_26_2016,7_3_2016,7_10_2016,7_17_2016,7_24_2016,7_31_2016,8_7_2016,8_14_2016,8_21_2016,8_28_2016,9_4_2016,9_11_2016,9_18_2016,9_25_2016,10_2_2016,10_9_2016,10_16_2016,10_23_2016,10_30_2016,11_6_2016,11_13_2016,11_20_2016,11_27_2016,12_4_2016,12_11_2016,12_18_2016,12_25_2016,1_1_2017,1_8_2017,1_15_2017,1_22_2017,1_29_2017,2_5_2017,2_12_2017,2_19_2017,2_26_2017,3_5_2017,3_12_2017,3_19_2017,3_26_2017,4_2_2017,avg_pre,avg_post
34,179560,166320,142280,214340,180200,233260,165900,156820,183840,172060,223580,194920,173060,157060,159300,178760,185880,173880,213180,163900,185580,149340,211260,200540,147220,229360,186200,184140,179140,157680,163260,173900,214780,221820,189540,188480,193240,228220,231960,178640,224720,177180,232180,192240,234320,181020,320080,219160,238820,246120,248600,222860,172640,166920,168260,228320,190240,257840,211080,227460,192540,229200,225580,259520,210480,209580,184760,183220,179200,235920,169780,184500,185080,204920,222860,211220,173100,237280,220660,232040,210180,174340,218260,254940,238160,264260,233020,252140,217440,249180,231320,240980,245080,187060,251300,203860,279380,267380,315160,212300,286780,265460,347860,274300,207760,239180,200680,241320,176080,327980,184120,193300,210240,246040,224280,292380,263980,247220,267380,230140,276460,189492,170250
35,181600,186940,184960,261460,204400,246500,260940,225680,249440,246440,273580,216220,203220,210540,209000,238400,225260,290040,233280,194160,217880,261200,199620,254720,195620,246700,195840,245740,207380,204440,191380,196640,269180,272700,295740,265000,260980,253840,277500,202500,208700,230660,283100,244280,236100,324520,381600,278440,317200,335380,342380,356600,195840,223760,190020,211140,271740,244580,292720,252260,235440,266760,261840,284240,256200,237820,229420,207340,212240,261040,227760,227900,243840,241320,242600,220120,234580,248180,236860,287380,285400,283820,217620,233180,210300,222920,301760,232760,219420,313060,321600,239480,294980,226380,275880,284620,230500,334880,416040,331120,356440,392480,392900,282320,241100,251060,297200,325980,272220,300200,264640,267660,221420,254640,320960,344040,266080,307640,234620,248940,257360,237780,220800
36,268360,336940,258600,381320,341620,340100,376440,380680,278980,411760,345240,305000,281580,410160,370380,322380,420360,462640,405480,375120,300340,322780,389580,365100,278900,373820,300260,302780,303020,402200,337240,318420,325420,449080,449420,403260,387520,334940,418220,454860,452960,413580,453120,402000,429760,493080,572420,408320,413500,576280,637520,538300,372020,296940,280960,319840,405860,486920,385020,444860,306180,364900,353100,328880,360560,397780,328680,428180,332200,388300,364440,372500,360960,325140,473580,360620,353340,355800,308700,362120,463640,431240,477040,459960,373920,490120,482560,468000,335000,374900,363280,372560,451800,479460,499080,371520,506960,476840,583800,473580,438260,667940,634260,466220,348000,336240,451680,363100,412740,604500,378200,406860,430440,376500,457780,407380,393660,415560,493120,506400,388560,324512,380820
37,177520,190240,171580,220620,159860,238440,184940,167540,179580,236880,182260,189380,162540,192020,165100,214600,169280,241200,192160,209060,206660,211840,173800,190360,168040,193720,180580,219540,233840,218080,182360,167740,216620,211120,196200,213420,240720,228700,199420,235700,242920,220560,262400,251620,256100,208560,269880,209720,213160,351100,278180,298620,211200,222040,176500,212360,223080,269200,260000,232520,185580,234040,258160,237060,234980,237060,184720,228680,213720,276540,241620,259320,219440,199480,237500,242020,176520,226920,193300,237860,212000,254120,220520,231360,186020,208200,214200,192600,241160,244940,216520,200460,266520,212920,226980,260500,242380,249540,263860,266100,319280,409240,344540,336340,257360,222060,203940,262540,232580,249760,229260,243420,204800,249320,294340,271680,243220,217500,274240,279960,227260,190128,185250
38,320620,261100,243300,371820,294480,388460,275020,290940,327860,330640,308700,360620,263180,283080,288080,288900,278940,321880,251900,259320,306500,264640,283840,326560,274140,337860,307160,309100,324240,367700,362900,287400,321220,377480,341720,345560,272480,298960,386180,290200,295260,414080,411460,377380,357280,380060,547120,309060,374300,561840,619920,508020,313660,350720,266480,320060,387680,498140,389440,343940,362660,340780,426460,352560,288020,350180,321480,361780,400560,318040,289560,322340,276640,310340,301380,356580,357620,416000,286560,298680,378900,351920,311480,351120,306940,437140,399880,290380,421360,335800,357000,397180,418120,324060,396680,442840,318540,412700,403680,313040,423400,630240,520880,498900,352080,369440,373340,407880,295500,412100,382560,307800,368220,327720,343380,377820,345160,456380,360460,342460,383480,318200,284750
39,158480,204720,211700,198160,194360,225280,201120,228360,193240,169460,239660,208200,180080,166340,237460,193200,227480,240460,205100,224220,228280,174660,191660,184520,214140,246880,179600,236980,229600,194440,244160,225540,233800,181640,186060,224400,198960,226560,254660,186340,258440,250440,238060,257700,269620,258440,245140,248140,236680,374800,301260,313240,227280,220480,168120,268360,223620,273940,268320,181360,244280,183300,210320,255500,258980,192160,230160,273740,209160,260240,200520,193520,247360,214800,231100,257020,186040,296020,203460,263000,211700,218000,190900,242940,234080,291600,205620,204580,252780,281980,294360,237060,226320,233520,261100,203380,291520,288960,335240,296260,287060,358380,421680,311140,247820,247820,268060,242080,216000,281660,229580,283620,282640,285960,293780,278000,293340,218280,257660,222800,213860,198128,206120
40,288380,338940,264560,276180,250380,393600,369380,277660,315060,265080,294740,278560,350000,273960,379080,344620,274520,346800,344780,323280,281020,293660,305720,254880,276940,350080,254280,335580,279520,372340,277640,302340,320180,299060,343440,385020,296440,287860,382840,277100,315160,394000,297500,376860,293080,430780,490980,378000,422900,460960,529900,353520,259700,358460,361160,321440,368760,456820,412000,412200,329620,298840,332600,382300,321080,338660,410560,366200,389480,379600,311760,393680,325940,391500,429360,284520,316340,378200,392860,403380,311300,369480,289540,312380,335480,404760,396840,344100,296900,298900,417040,310320,381320,388800,393740,324020,385740,442480,551700,342220,492440,511580,543040,479840,390980,405180,410600,438420,404820,452140,390760,379240,422120,359700,365040,399520,375280,414240,425540,441840,452140,300688,318045
41,266740,300760,360840,346960,284180,443900,359560,328680,379320,378100,426360,433560,344180,374880,313040,411820,413100,384720,328280,390540,420560,335460,418760,378380,399360,354560,331700,345160,342680,313200,388760,356960,360400,401360,327860,393300,324700,311700,469500,352460,426800,388300,477560,438880,487560,372000,541800,414940,505880,534880,680200,440440,349920,308980,375740,454820,328740,384440,323020,399920,328520,418020,351420,508840,458140,409520,397160,376300,454520,429340,441780,473500,334560,351040,484400,322240,316100,356980,384920,454080,388060,438540,389140,494580,441780,404900,410880,485140,465240,341800,406480,391840,476020,359560,405980,426100,387920,440760,472860,505580,431280,516940,689360,444120,367580,379340,467560,401260,456260,547180,423240,355640,496840,513620,534320,407780,394320,418020,379740,495620,386800,392304,378210
42,255000,259160,188460,299880,237120,292140,294300,225480,293020,294760,232380,316540,298500,238800,272060,214100,220880,239800,243240,287000,263220,227800,265560,278880,288020,272300,276760,266620,294260,290860,265320,311940,276200,318260,255480,266440,287180,274360,320400,235640,300460,281200,304740,259380,247300,340000,336780,240160,374340,373700,391060,327140,227580,264220,252380,344660,299500,370880,243060,243440,312860,258760,253320,305840,332520,261920,294980,237440,308360,289160,244040,338680,242400,241700,291740,231780,214960,260080,327520,235060,290880,249400,276020,317500,259800,353680,243320,350300,285220,258660,265620,345000,343900,303140,359380,269440,300600,328560,417060,336560,405300,368500,469740,452200,308780,333080,273220,375500,288980,341000,332160,309160,281160,275780,295300,387780,273400,282460,253160,338620,345080,287040,236460
43,204840,264060,237620,268340,178740,235760,265960,198980,194800,231840,228060,276100,260280,231700,197360,234800,265580,225120,235980,218860,245920,252260,224920,220220,254820,275120,200640,240940,222760,268680,224920,246860,268460,279440,203500,259980,283980,218580,260360,256320,252020,210040,262540,214180,268060,231700,368480,286720,292740,403760,320060,331020,266840,221860,246920,262220,288540,252600,280900,292980,279560,247720,233200,243040,276720,285100,213080,283160,252900,275440,240240,286380,298760,298600,285000,282700,281880,249520,273860,284880,221000,274060,245140,218040,245820,292400,325760,271860,263800,231600,270200,304020,284100,247620,323100,322200,295500,276080,437400,339160,370280,347760,420320,367760,217680,222740,237020,297920,271620,363340,299960,320960,226520,332400,283700,334320,265960,315660,307620,247760,252080,238216,232360
44,297140,332600,268760,355360,287080,436860,367940,367360,317740,384160,368260,424840,304560,290120,298300,413880,352060,408820,388720,328840,369980,362640,409720,367040,343600,372420,363540,311720,408340,370860,362600,315440,351200,330780,328160,338200,345180,396920,301180,427420,372660,311300,344980,381080,446060,496060,527800,329220,450960,566800,595180,520640,329580,419240,355440,325300,398900,380600,345860,442620,317280,370860,346340,459120,340260,424520,431620,394600,422600,357560,430240,459420,396560,355340,402960,382040,381840,453840,402240,354840,403360,349740,432740,327000,367180,465220,486860,422320,468080,483840,440060,504720,380740,384460,406020,377660,465140,537760,503520,373560,447220,621380,639940,469340,448540,380480,330780,458460,427960,564780,412240,445880,488920,402740,433620,482720,474040,478960,466420,439260,342880,359912,338590
45,230320,245880,228100,221280,230940,256440,207820,240640,247540,189840,263300,239320,229620,213080,187160,225940,250280,277760,221180,201800,206520,179740,220740,213060,215140,285260,223540,222960,263680,250900,242840,235240,247600,213860,209640,232900,253500,193760,287600,274400,271920,282380,198880,248080,287740,271500,370280,283600,282540,318940,349920,294920,189440,278960,218060,264020,260420,276860,216040,292480,289020,218020,301680,315540,249920,219600,222960,201200,295440,227760,260800,268220,267480,222340,263820,238200,275400,236260,248580,271960,198640,253360,247000,288700,204720,220080,267860,269460,228560,274760,216720,224220,235900,248320,252200,254140,294400,275820,351680,233140,324680,378260,369400,287160,215380,264020,251240,294720,260280,262120,310440,263780,320400,231640,306760,291320,319860,258580,259860,220320,304800,233924,219115
46,180780,208140,203620,231960,223000,290800,187180,212220,211180,257820,212940,228260,191200,240940,219420,256360,239340,284320,236240,176040,187500,224540,186580,173020,212120,263340,239900,253600,218560,176960,190460,245480,220500,201080,244100,187320,260920,243100,246020,209420,269120,190880,257300,267640,248600,250760,288720,264980,260160,370900,292640,313580,192540,224020,194840,237100,262440,300900,255220,213860,271180,273160,205660,240640,224100,230480,262780,279400,278920,279580,254660,245080,221000,216160,283580,232220,233460,247620,230660,206720,245620,268440,202520,264020,201940,295600,267160,245060,296300,269680,279820,235660,231120,215420,221300,277560,313120,231740,357000,255060,242880,337140,371180,378380,259200,243100,280980,285720,239240,325300,240760,302020,231120,235100,315240,259460,298620,280060,248980,281340,306160,220280,239015
47,102560,132960,118220,113820,108540,167320,113700,151780,132380,146840,108860,167800,117160,146740,116620,131200,126900,162500,118040,135380,110460,117580,117420,121820,140740,130880,131680,117360,110980,107200,140040,124420,132020,123300,145580,132840,158860,138960,143740,155740,139280,134900,150420,155520,169280,171520,164880,154040,149720,229340,202600,193000,116740,130360,129360,154020,141580,207760,144480,154880,142780,161500,164540,183860,137840,139220,157500,171860,137840,156620,122160,173800,124060,151020,148500,162640,117740,142660,142440,137640,158180,151960,127080,161740,146420,177560,160440,176760,179220,132120,174420,147240,174320,169460,143320,180480,152200,171620,216800,131960,147320,235000,217740,197760,119100,164160,167520,176220,163940,152920,140060,131020,136340,130500,189240,148820,138100,156080,137620,159100,146340,134608,130365
48,204600,222820,192780,195680,195920,281820,162100,220320,162400,160320,208560,169860,222180,209600,184760,182940,215000,197980,200080,229740,202020,192500,245460,215700,180820,220920,181160,194320,179040,165140,169800,181980,229480,205520,232880,219980,239860,206340,200480,178640,244920,251620,191300,251200,223380,237220,276020,233980,271860,333760,367780,313620,188080,237820,198580,209140,191500,208280,235040,248140,220840,245920,195860,224400,220840,227980,173420,206660,201720,241820,232960,248700,233520,232400,251120,205420,222580,194560,250880,207120,233240,217800,249320,260820,246700,270320,220280,210020,228600,241100,268840,232660,239500,260720,216680,234360,270800,264640,262260,211900,249880,287220,376560,294340,202820,250800,229300,246560,233620,253280,261380,239160,271940,195500,216360,225000,197900,227720,203120,240140,232060,184664,198075
49,196100,181220,166140,217620,213860,201200,233940,217260,206940,186220,172880,199820,202280,209960,230460,190940,237900,263600,179420,178860,209000,194980,223420,177040,204500,192080,176400,164580,228160,194540,181200,205260,201240,186220,239540,188940,213880,223340,240900,205260,243720,249620,230220,228360,251180,215020,283840,199840,260340,347660,388740,257800,240960,250000,193940,219500,176600,301500,251840,187260,202800,213060,246040,232560,216320,189460,199300,187800,255620,202920,216100,185560,245140,195580,272540,246880,196880,204020,245420,214080,253140,209160,193640,228900,274460,252480,248200,231380,240820,186420,225120,227380,227380,272720,289160,278120,220840,254440,279320,286740,290200,402300,298440,287820,234340,230060,189760,198620,206500,292960,272200,236880,235640,288640,220560,263200,258060,204720,240680,267660,266720,193628,217315
50,423740,337120,350180,382000,387980,430160,452120,432040,350860,390620,414140,432300,355020,432200,416440,333720,338600,524180,329040,364480,422360,378220,477540,449320,401900,507960,354880,453080,439380,441760,481680,448700,409800,351200,467620,477940,488020,453980,481540,404820,500840,500900,521560,440800,488480,457040,624780,358080,557060,752200,540840,473720,473160,451660,385560,453220,425260,487000,366060,423960,523860,509840,484860,483000,516900,445600,413900,419160,436320,414500,500500,430600,424460,399220,481380,382120,404760,533160,400740,458500,388140,488780,392380,402220,439080,427240,519640,502380,542480,477020,517480,390680,421960,533360,564600,578920,410500,491300,608000,538020,572160,751840,599240,708060,467420,543520,470600,517280,545640,477320,537680,453880,475900,457440,560600,503320,508640,489020,552660,428720,468060,388588,380240
51,225680,195100,235880,304280,276940,261100,265240,254140,273400,227600,219440,316880,266400,215720,206120,290840,229400,255400,288520,276980,273700,246760,323020,212320,247920,232680,230020,250360,280380,302700,297920,214120,220740,231080,231400,275760,308080,239260,262400,232200,326000,254720,285440,237560,263860,302180,391320,297440,356480,398380,378300,300200,245620,232300,273960,292700,232640,331800,301680,278680,330020,333440,344060,270940,315240,262480,331180,266420,238400,323460,318280,257100,233440,319160,334020,280940,251660,249060,260040,294980,325240,236320,233980,345680,288340,270540,319460,329320,285320,329920,335000,343200,309260,262760,257100,258380,295960,375400,330640,358520,314740,508320,405780,409080,253680,294400,276000,284240,292220,372320,310240,273920,286400,334660,294560,312780,289380,334840,322020,287080,307200,260744,235520
